ID,System,Setting,Bucket,Theme,Tweet,Anno1,Anno2,Anno3
384,Fang,Sync,75-100,inefficacy of vaccine,"Meanwhile people are struggling to pay rent, keep their businesses open,  get a COVID vaccine...not to mention the rising homicide rate. But our leaders wanna play petty games on Twitter. Ridiculous. https://t.co/RSaaHMsFpq",0,0,
385,Fang,Sync,75-100,institutional adverse childhood experiences,@Jim_Jordan The teachers &amp; staff are at risk as well especially if their childhood education was in Ohio schools.  A Covid vaccine isnt going to protect teachers&amp;staff from toxic stress exposures or the unsuitable work conditions that presents.,1,0,0
386,Fang,Sync,75-100,non-covid vaccine comparision,"@ganjanodrama @paigenpumpkins All of those vaccine side effects are actually more common with covid than they are with the vaccine hundreds of times more common. You don't care one iota about those with REAL vaccine reactions, because if you did you would protect them by getting vaccinated.",0,1,1
387,Fang,Sync,75-100,non-covid vaccine comparision,My side effects of the covid vaccine are worse than actually having covid and the flu😭,0,0,
388,Fang,Sync,75-100,non-covid vaccine comparision,"""Doctors and public health officials urge all eligible people to get the COVID-19 vaccine as Delta variant spreads""  https://t.co/eYlCrUt0Ya",0,0,
389,Fang,Sync,75-100,non-covid vaccine comparision,"There are many things about #COVID that are complicated and nuanced. But as it’s become clear that ‘vaccination’ does not prevent transmission there is NO, regardless of your politics, justification for vaccine mandates from employers, governments, etc. Period, the end.",0,0,
390,Fang,Sync,75-100,proof of vaccine,I’m opposed to these states/jobs mandating Covid vaccine,1,0,0
391,Fang,Sync,75-100,proof of vaccine,"Good questions! 

Heritage Health requires a referral from a doctor licensed in ID. 

Right now, Spokane doesn’t have any readily available for the public. My friend @Wilsoncriscione did a great article on why WA is behind.

His story: 
https://t.co/QF7MTmQzDQ https://t.co/wp8c1eLpeP",0,0,
392,Fang,Sync,75-100,proof of vaccine,"@SM_Blush Incorrect, the Covid vaccine does not violate the Nuremberg code.

https://t.co/vmMLeNquW2",0,0,
393,Fang,Sync,75-100,proof of vaccine,"@RonDeSantisFL Why are you banning masks in schools? 

https://t.co/jI3a4zQlNn",0,0,
394,Fang,Sync,75-100,side effects of vaccine,18 hours after my second covid vaccine &amp; my arm has never hurt more in my life. but i’m still thankful i got it. brb while i ice my arm 🥴,1,1,
395,Fang,Sync,75-100,state vaccine eligibility,"Houston ZIP codes that need COVID vaccines the most don't have enough, data shows https://t.co/Nvz6q98phz",0,1,1
396,Fang,Sync,75-100,state vaccine eligibility,"Central Florida fam, you can still do this but if you’re not a priority patient (I am not), take a look at the Walmarts currently accepting people to add to the list vs. ones totally full: https://t.co/Ev4EScEIJw https://t.co/gLrsFQy3yr",1,1,
397,Fang,Sync,75-100,state vaccine eligibility,~270 COVID-19 vaccine appointments are still open at the Carlson Center in Fairbanks!  https://t.co/UPPhuGgvas,0,1,1
398,Fang,Sync,75-100,trump supporters saying biden is wrongfully taking credit for vaccine,"Why SC is failing in its Covid-19 response

https://t.co/VHOIGX71H4",0,0,
399,Fang,Sync,75-100,trump supporters saying biden is wrongfully taking credit for vaccine,"Biden calls reporter 'pain in the neck' for question about Veterans Affairs COVID-19 vaccine mandate

Biden looked so frail and old, he was having a hard time speaking at times, like he was confused.

https://t.co/FT6HuTULGe",0,0,
400,Fang,Sync,75-100,trump supporters saying biden is wrongfully taking credit for vaccine,India has a list of nearly 152 countries asking for coronavirus vaccine and is expected to supply near 16 million doses to at least 60 by March. #COVID,0,0,
401,Fang,Sync,75-100,trump supporters saying biden is wrongfully taking credit for vaccine,Another $2k stimulus for those who get the covid vaccine? Who says no?????,0,0,
402,Fang,Sync,75-100,vaccine certification,Is It a HIPAA Violation to Ask About a COVID Vaccine? Here’s What Experts Say https://t.co/gzhvZPK9Sk,1,1,
403,Fang,Sync,75-100,vaccine certification,@jeffrgunn23 @ItsonlymeLinda @geojohwee @DanCrenshawTX Has Crenshaw changed his approach to Covid? No. He held a maskless fundraiser in a bar at the peak of the pandemic last summer. He hasn’t shared info about his own vaccine. He continues to push against mask mandates.,0,0,
404,Fang,Sync,75-100,wholesome reactions to getting the vaccine,I just got the Pfizer COVID vaccine. https://t.co/V3djgjOTHe,0,1,0
405,Fang,Sync,75-100,wholesome reactions to getting the vaccine,could it be any harder to get the covid vaccine,0,0,
406,Fang,Sync,75-100,wholesome reactions to getting the vaccine,Perhaps people asking questions about (criticizing) COVID vaccine safety might be willing to quickly note whether they themselves had received a COVID vaccine?,0,0,
407,Fang,Sync,75-100,wholesome reactions to getting the vaccine,@Conlabrisa What does Trump have to do with the fact you can still get covid after receiving the vaccine? 😂,0,0,
408,,,,,,,,
409,Fang,Async,0-25,2nd dose side effects,Got the Pfizer vaccine this morning. My arm hurts. Like pulled muscle hurts. Ugh. ( but I’d rather have a sore arm than Covid),1,,1
410,Fang,Async,0-25,Against anti-vaxxers,"Every religion in the world forbids us to kill innocent people. By not getting Covid-19 vaccine, you are putting lives of innocent people at risk.
Please get the shot.
Be part of the solution rather than the problem.Believe in science and not in rumors.@CDCgov @WHO #CovidVaccine",1,,1
411,Fang,Async,0-25,Anger over mask mandates,"Indiana University students must comply with the school's COVID-19 vaccine mandate for the fall semester after a federal judge refused on Monday to block the school's inoculation requirement, one of the first rulings of its kind during the pandemic.

https://t.co/4uRAGlM2Iq",0,,0
412,Fang,Async,0-25,Anger over mask mandates,"I’m finding it hard to have empathy for these folx who refuse to get the vaccine, refuse to wear masks, refuse to social distance, and then contract COVID-19. 

This is a situation that could have been avoided if you listened to the health experts in MARCH 2020.",0,,0
413,Fang,Async,0-25,Anger towards COVID Deniers/COVID Deniers Passing Away,WE HAVE BEAT THE FLU AND NOW DIE OF COVID THE DEMOCRATS GAVE TO US AND NOW THEY GIVE US MORE STRAINS !! BECAUSE OF THERE OPEN BORDERS!! THE DEMOCRATS DON'T CARE HOW MANY PEOPLE GET KILLED  FROM THERE VACCINE OR VIRUS https://t.co/IkgTgCiwuz,0,,0
414,Fang,Async,0-25,Anger towards COVID Deniers/COVID Deniers Passing Away,"@MeghanMcCain is so entitled. I'm embarrassed for her. 

#DrFauci job is to give us answers on covid that he knows / have been confirmed. Not pull answers out of his ass on CNN. 
Vaccine has been out for how long now? How many people received the vaccine?

https://t.co/8K3T6renX3",0,,0
415,Fang,Async,0-25,Anger towards COVID Deniers/COVID Deniers Passing Away,"@AlamedaCounty @RepSwalwell @CAgovernor Any ideas when Psychologist’s who are seeing patients struggling with Major Mental Illness and Addictions, can get the Covid vaccine?",0,,0
416,Fang,Async,0-25,Anger towards COVID Deniers/COVID Deniers Passing Away,"@ClaireCon_ My dentist, who is a conservative, told me people are either going to get vaccinated or get covid. Took him a month to convince his wife and daughter to get the vaccine.",0,,0
417,Fang,Async,0-25,Anti-Biden and Pro-Trump Sentiment,"@Lancegooden The money will be sent to Central American to help stop illegal immigration to the US   Also, when and where can I get a COVID-19 vaccine?  And...I think you need to fact check about the Keystone Pipeline jobs.",0,,0
418,Fang,Async,0-25,AntiDemocrat,@RadioFreeTom @antypynky55 What a waste of our tax dollars that could be aiding in much needed Covid relief and vaccine distribution! This is a mockery and nothing to be applauded. It is to say the least shameful.,0,,0
419,Fang,Async,0-25,AntiRepublican,"#Breaking Why has Texas Governor Greg Abbott had three Covid vaccine shots? Only immunodeficiency and organ transplants are allowed to receive it?  Regeneron treatment as well, it is not available in Texas like Florida. Where only unvaccinated positive people can receive it.",1,,1
420,Fang,Async,0-25,AntiTrump,"@MariaBartiromo
You're insane .
The Citizens of this Country want out of the Middle East .
Biden did the right thing .
You @FoxNews people are Traitors .
Spreading Misinformation and Killing People by lying about the COVID-19 vaccine .

.https://t.co/As7CtiRVfA",1,,1
421,Fang,Async,0-25,Become a Pharmacy Technician Alerts,"Mayor of San Antonio says that Texas Health and Human Services Commission says that all teachers, school staff and childcare facility workers are eligible to receive COVID-19 vaccine anywhere in Texas https://t.co/2VhyzzYBKv",0,,0
422,Fang,Async,0-25,"Comparing the COVID Vaccine to other Deadly Disease Vaccines(polio,measles)","A vaxx is like a mask. My friends got vaxxed to prevent the spread as well as 2 protect themselves. We could still spread COVID &amp; we just wanna be done with this. No vaccine, no visit. My home. My rules. My rights. https://t.co/nQmoVZZizG",0,,0
423,Fang,Async,0-25,"Comparing the COVID Vaccine to other Deadly Disease Vaccines(polio,measles)",@ScriptTrooper @robgpugh @TheMFingCOO Imagine if being infected with Covid had the same results as Polio? The vaccine for Polio was tested (experimental) on 1.8 million children in several countries deeming it safe and effective. The vaccine all but wiped out Polio in the Western hemisphere. Iron lung vs survival.,1,,1
424,Fang,Async,0-25,"Comparing the COVID Vaccine to other Deadly Disease Vaccines(polio,measles)","@LenMacPT Multiple flu viruses circulate during one season. In the US there are usually a flu A (H1N1), a flu A (H3N2) virus, and two flu B viruses in the vaccine). COVID-19 is a new disease caused by a novel coronavirus SARS-CoV-2 that has not been seen before in humans. Covid is not flu",0,1,1
425,Fang,Async,0-25,Comparisons to other virus vaccines,"@bergerbell I got the vaccine and am currently very ill with covid so FUCK this take. It’s not “panic porn fueled media.” People are still getting sick, covid is still capable of spreading. https://t.co/o4y29wrq8U",0,,0
426,Fang,Async,0-25,Comparisons to other virus vaccines,@johncardillo The Covid vaccine was supposed to be the panacea of vaccines.  however it ain’t.  Good choice.  And it’s definitely not something I would discuss with my doctor. Like you I’ve done a good amount of research. Taking a calculated decision,0,,0
427,Fang,Async,0-25,Comparisons to other virus vaccines,It ain’t FDA approved for 1 &amp; for 2 now it’s a whole new strain of Covid out because of the damn VACCINE. so what they do now? Make another vaccine for the last one? 😂,0,,0
428,Fang,Async,0-25,Comparisons to other virus vaccines,@MiserableSDFan Makes too much sense. Like getting a covid vaccine. Can’t fix stupid.,0,,0
429,Fang,Async,0-25,Dispelling misinformation regarding death,"On Tuesday, @_DCHealth reported 127 new COVID-19 cases —there were no deaths. 

Case rates are at levels not seen since before vaccine was generally available. The rate of transmission (no infections for every confirmed case) is also back in the red at 1.35 as of July 28 https://t.co/9jfrFSCMcl",1,,1
430,Fang,Async,0-25,Dispelling misinformation regarding death,"@DrTessaT Wow. Covid 99% survival just by staying home &amp; sleep.  Hospital Ventilator survival rate 20%.   
Vaccine 100% Irreversible",1,,1
431,Fang,Async,0-25,Dispelling misinformation regarding death,"@Jay9185 @androidlondon @abirballan @stacey_rudin @HelenTeaPot @PanData19 I am still on vacation, but will check this out later. I don't do many PDFs on my phone. Suffice to say that death is not the only outcome, and you are comparing deaths from COVID to advise effects from a vaccine. That is bad science.",1,,1
432,Fang,Async,0-25,Dispelling misinformation regarding death,"There is so much that is unknown about COVID that it is very difficult to predict what will happen in USA in Flu 🤧 Season 2021. @NIH

But much COVID deaths are expected because:
1. Scientists believe vaccine good for 6 months
2. Infections of vaccinated under 6 months increasing https://t.co/54Dqb0e6GO",1,,1
