theme	top_25_tweets
GreenEnergyCreatesJobs	"#ICYMI: ""With Oklahoma's abundant wind energy resources, the data center in Pryor has nearly reached the company's ultimate goal. Google announced last week that five of its data center sites — in Oklahoma, Denmark, Finland, Iowa and Oregon — are now operating at or near 90% carbon-free energy."" via The Oklahoman. "
BellbrookWokeRadicals	"HUD is charging the husband-and-wife owners of apartments in Oil City, Pennsylvania, with sexual harassment and retaliation against a female resident. HUD’s charge alleges that the husband groped and tried to forcibly kiss the woman when he was in her unit to perform electrical repairs. The charge also alleges that when the female tenant told the wife about the harassment, the wife texted her: “You are out,” “You got 10 days,” and “You are a liar.”  The female tenant and her child were subsequently evicted and charged for unpaid rent and legal fees. The complainant is represented by Southwestern Pennsylvania Legal Aid's Fair Housing Law Center through HUD's Fair Housing Initiatives Program. 

To report sexual harassment, please contact the Fair Housing Law Center at 877.725.4472 or visit fhlaw.org/report-housing-discrimination."
ClimateChangeMovements	One city wants to ban all fossil fuels including gas stations, gas appliances and gas-powered lawn tools.
AbandonedWells	Storm season is always a big deal in Michigan, and this year is no exception as recent summer storms have escalated into tornadoes in some parts of the state. Here are 5 things you should know about Michigan storm season, how to stay safe and prepared, and why it’s so important to maintain a strong, resilient grid during these times. https://bit.ly/2UHmj49. 
OilAndGasBoostEconomy	Alliance CEO Rebecca Logan spoke to Fox News recently about the Biden administration's decisions regarding Alaskan oil-drilling leases and its defense of ConocoPhillips' Willow project.
AntiFossilFuelInfrastructure	"It's #WorldOceansDay and here at Earthjustice, we know that ALL water and ALL people on this planet are connected. Here are some ways we are working on transforming our approach to saving our oceans with the power of the law:

🐠Ending illegal seafood imports - Illegal fishing devastates our ocean by catching unsustainable levels of fish using destructive gear in sensitive habitats. It also relies heavily on forced labor and slavery, and it plunders the fish that coastal communities around the world rely on. 

That is why Earthjustice is working to end illegal fishing around the world, starting with U.S. imports.

🦈Protecting the sea floor from mining - Alarmingly, some companies are claiming that mining the deep sea floor is the only way we can get the minerals we need to fuel our economy. This twisted logic threatens irreparable harm to the entire ocean in nominal pursuit of progress. Serious reform is needed to safely mine on land, and we can remove a lot of pressure on terrestrial ecosystems by more efficiently using and recycling the minerals we already have.
 
That is why Earthjustice is helping to build a sustainable economy that advances environmental justice and meets our clean energy goals while safeguarding our environment and minimizing risk of harm. 

🐟Keeping sewage contained - Raw sewage wreaks havoc on ocean ecosystems by sending oxygen levels plummeting, feeding harmful algal blooms, poisoning fish, and suffocating corals. Wastewater also threats communities whose yards flood with fecal matter, whose drinking water is unsafe for days at a time, and whose swimming areas are dangerous and unusable. 

That is why Earthjustice has joined the Ocean Sewage Alliance in taking an interdisciplinary approach to this systemic problem that will grow as our population does. 
 
🌊On World Oceans Day, we look forward to working with advocates around the globe on our shared goal: a healthy one world ocean.

📷: tommcdow47/istockphoto. "
RestoreVirginia	Come learn about solar and renewable energy at our free Solar 101 class. Event will be located at the Mabel C. Fry Public Library in Room B.Dinner will be provided from Chick-fil-a!
BuildBackBetterActCampaign	The next generation of advanced carbon-free nuclear power is just around the corner. Interested in staying up-to-date? Give us a like.
RenewableEnergyPromotionAndGrowth	Two decades after the first wind farms came to Kansas, residents are looking back on their experiences with wind power in their communities. Landowners have successfully farmed around towers, school districts have completed much-needed construction projects without raising taxes on residents, and “most people around here don’t even notice [the turbines] anymore,” said Orville Williams of Gray County, Kansas. Keep reading:. 
RenewableEnergyPromotionAndGrowth	Ranking in the top 15 of all U.S. states in wind energy capacity, Michigan is a leader in American wind. Here in the upper midwest, Michigan is leading the pack, coming in second to South Dakota in installed wind capacity.
OilAndGasSupportJobs	"After postponing last year’s show – the first disruption since World War II – because of the COVID-19 pandemic, the Permian Basin International Oil Show will open its gates Oct. 19-21.

https://www.mrt.com/oilreport_specialedition/article/Oil-Show-organizers-ready-welcome-back-industry-16543654.php. "
RestoreVirginia	"Old windows are destroying the view. We can do better. Link in bio to find out how.
.
.
.
#wecandobetter #energy #conservation #energysaving #glacier #glaciers #climatechange #actonclimate #protectourwinters #personalaction #beautifulplanet. "
OilAndGasTaxesBad	Pipelines are designed to meet or exceed stringent federal and state regulations covering pipeline material, strength and thickness. The high-grade steel used helps to provide safe and reliable transportation for crude oil.
PublicLandExploitation	Republicans and Democrats agree: Government-controlled power is a bad idea for Maine. Tell us what you think: https://bit.ly/31N2eg2. 
