theme	top_25_tweets
AntiDemocraticCandidates	"New York Republican Chairman Nick Langworthy will continue his statewide “Just Say No” tour to Saratoga to highlight the Party’s opposition to the November election ballot propositions. #JustSayNoNY 

Saratoga County Republican Committee. "
RenewableEnergyGrowth	Can business and conservation coexist? Our economy and our ecosystems? Our energy needs and our climate reality? Yes, they can. Learn more: https://www.cred.org/tomorrow. 
EconomicAdvantagesOfRenewableEnergy	"Has anyone else noticed it has been nearly a YEAR since Socialist Judge Lina Hidalgo issued her Red Level Threat warning for Harris County on COVID-19 and she has STILL has not reassessed this threat level despite two peaks in the rear view mirror… One of which was called out by myself and Senator Creighton as far back as in a July 2020 press release (https://bit.ly/3blayWa) speaking out against another lockdown of the Texas economy and needless disruption of Texas businesses! 

Now Fast Forward to today, past another smaller peak too and at least Fox 26 news, Greg Groogan is  asking the question of ""Lockdown Lina"" when is she going to relent in this video..!

Several of panelists including Bob Price and Gary Polland in this Fox News jump in on the debate in this ""What's your Point"" segment (https://bit.ly/3eFrtEM).

My bill SB1616 ensures protection on the overreaching local orders & changes criminal penalties to civil in local emergency management, like a violation of a local mask mandate. We need protections from political subdivisions using emergency powers to impose sweeping restrictions and criminal penalties on everyday Texans, like what Judge Hildago would still do today, close non-essential business, allowing NO in classroom student education, and I'm sure she still would advocate the release of over 4K felony inmates from the Harris County jail..!!

Watch the video and decide for yourself if SB 1616 is needed! Sen PB. "
OilAndGasExtractionRisks	"Frantic oil buying driven by supply outages and signs the Omicron variant won't be as disruptive as feared has pushed some crude grades to multi-year highs.

https://www.reuters.com/business/energy/physical-crude-oil-market-steams-ahead-after-omicron-blip-2022-01-16/. "
ChallengesFacingRenewableEnergy	Memphis businesses, from neighborhood gas stations and other existing local businesses, to our airport, could all be at risk thanks to a new ordinance proposed by the Memphis City Council. Tell the city council you oppose Ordinance No. 5782!
EconomicAdvantagesOfRenewableEnergy	"Senate Republicans asked Californians to sign a petition objecting to the July 1st gas tax increase. Together, we have received thousands of signatures from all over CA.

Republicans are amplifying your voices by calling on Democrat leaders to HALT the gas tax. #GasIsTooDamnHigh. "
TackleClimateChange	Scientists warn of climate change's impacts on winter recreation in NH. 
AntiWoke	One city wants to ban all fossil fuels including gas stations, gas appliances and gas-powered lawn tools.
OilAndGasExtractionRisks	"As we roll into #MemorialDay weekend, we've got a little contest to spice up your cookouts and lazy days. 🔥 Do you have an oil and gas koozie? We want to see it in action! Here's what you need to do: 

1. Take a photo of you using your oil and gas koozie and share it as a post. Bonus points if it's an Alliance koozie! 
2. Be sure to tag us — @petroallianceok — and use #ShowUsYourKoozie. 

That's it! Do that and you'll be entered to win a gift bag of Petroleum Alliance swag. Winners will be announced next week. 

Now, go enjoy your weekend and remember to #ShowUsYourKoozie! 📷. "
NuclearEnergyBenefits	"When Bob Buckley, senior engineering specialist at BGE, realized the fall-protection mast he and the team had been using were no longer made, he designed and prototyped his own. Now, it keeps employees safe while they perform their day-to-day tasks on top of transformers.

http://ow.ly/o4bP50HFVGt. "
OilAndGasExtractionRisks	"Dear Mr. Stafford,
As an observant of how my property taxes have been wasted by the Local Government in the past, I'm of the opinion that I must buy with my knowledge. Therefore, I will be vote no on any levy increasing taxes.

When the school district’s finances are involved, there are no disinterested people, which is the reason if you’ve ever noticed how school employees backed by the Board of Education are always trying to push the need for a levy.  

When you get right down to it, our school district’s finances seem about as honest as the finances on Wall Street.

Not even St. Pete could expect the truth from the Board of Education under such conditions. 

If the owner of a gas station sells water as gasoline he can be taken to court and sued. But a School Official can stand up and sell to the public ITS OWN ASSETS AS LIABILITIES (ESTIMATED ENCUMBRANCES) to justify the need for additional funding and the BOE smile at them, pat them on the back, shake their hand, and call them their friend.

Most of the levy presentations are not intentional lies, they are only presentations by a group of people who benefit the most from the passage. It is the advice given by a school employee concerned with losing their job and not what is the best usage of our tax dollars.

The fact of the matter is, you can get an expert that just happens to be a school employee to recommend just about anything if it is in the school's own best interest or supports their existing bias. Expert advice is up for grabs and it doesn't always have to work in the school district's favor. The tragic truth here is experts can be terribly, terribly wrong.

It is important to note that with any levy presentation that is offered by the school employee the biggest gains will be worked up into the worst losses. 

Oh, and let’s not forget the leaflets they will be passing out soon, how they are almost always just as true as the tale of THE WIZARD OF OZ. There is generally a basis of the fact that is threaded in with an over-exaggerated imagination.

I want you, the property owner taxpayer to ask yourself this question. Is this an effort to get you, the property owner taxpayer, to buy in?

 I hope that you will only buy what you know.

 Do not make the mistake and buy with your ignorance, but buy with your knowledge. All ignorance is dangerous and the most dangerous is the ignorance of YOUR LOCAL GOVERNMENT! 

Become an involved citizen and an informed voter.

The art of getting other people’s money has been developed into a science by the Local Government. In regards to that subject, the science of government funding, their art of attack is more developed than your art of defense.

In the public finance field, there are always more clever people who can separate you from your hard-earned money without using force.

There is no doubt that Bernie Madoff, for instance, has taken more money from private Citizens than the TOP 10 word twisting levy presenters. They were swindled, and it is a very unpleasant fact that one man can swindle us for so many years without being caught. Madoff is locked up now but yet the Local Government is not put in jail and not likely to be. As they separate you from your money with as much ease and the use of no force as Bernie Madoff did with the people he gave his presentations to.

The government doesn’t earn money they transfer it. No law so it seems can prevent a man from being fooled. It is a fact that we have seen in the Madoff case, for a man to be showered with millions of poor people’s money. The only reason that you, as Citizen, should sign a check over to the Local Government is that you have received full value for your money.

The school district has come to us with a promise and an empty pocket, as our need for educating our children is now diluted with the school district’s need for increased revenue for employee benefits.

This is a fact and I do not say it to be mean. I support the Employees of the school district. But I support the greatest asset of Our Community more, the Citizens.

Buy with your knowledge, as Mr. Stafford has said, MATH NEVER LIES.

I support the Vote No movement.

Name withheld."
